"ChineseDramaName"	"KoreaDramaName"	"TV"	"EP"	"Date"	"Rate"
我人生中的甘霖	내 인생의 단비	SBS	27	2012-05-09	8.5%
我人生中的甘霖	내 인생의 단비	SBS	28	2012-05-10	7.4%
我人生中的甘霖	내 인생의 단비	SBS	29	2012-05-11	8.7%
我人生中的甘霖	내 인생의 단비	SBS	30	2012-05-14	9.2%
我人生中的甘霖	내 인생의 단비	SBS	31	2012-05-15	8.2%
我人生中的甘霖	내 인생의 단비	SBS	32	2012-05-16	8.1%
我人生中的甘霖	내 인생의 단비	SBS	33	2012-05-17	8.0%
我人生中的甘霖	내 인생의 단비	SBS	34	2012-05-18	8.5%
我人生中的甘霖	내 인생의 단비	SBS	35	2012-05-21	*.*
我人生中的甘霖	내 인생의 단비	SBS	-	2012-05-22	▌▌
我人生中的甘霖	내 인생의 단비	SBS	-	2012-05-23	▌▌
我人生中的甘霖	내 인생의 단비	SBS	-	2012-05-24	▌▌
我人生中的甘霖	내 인생의 단비	SBS	36	2012-05-25	7.5%
我人生中的甘霖	내 인생의 단비	SBS	37	2012-05-28	*.*
我人生中的甘霖	내 인생의 단비	SBS	38	2012-05-29	8.5%
我人生中的甘霖	내 인생의 단비	SBS	39	2012-05-30	8.7%
我人生中的甘霖	내 인생의 단비	SBS	40	2012-05-31	8.6%
我人生中的甘霖	내 인생의 단비	SBS	41	2012-06-01	9.8%
我人生中的甘霖	내 인생의 단비	SBS	42	2012-06-04	*.*
我人生中的甘霖	내 인생의 단비	SBS	43	2012-06-05	8.2%
我人生中的甘霖	내 인생의 단비	SBS	44	2012-06-06	8.2%
我人生中的甘霖	내 인생의 단비	SBS	45	2012-06-07	8.9%
我人生中的甘霖	내 인생의 단비	SBS	46	2012-06-08	8.4%
需要仙女	선녀가 필요해	KBS2	1	2012-02-27	8.5%
需要仙女	선녀가 필요해	KBS2	2	2012-02-28	7.8%
需要仙女	선녀가 필요해	KBS2	3	2012-02-29	8.1%
需要仙女	선녀가 필요해	KBS2	4	2012-03-01	9.5%
需要仙女	선녀가 필요해	KBS2	5	2012-03-02	6.6%
需要仙女	선녀가 필요해	KBS2	6	2012-03-05	8.6%
需要仙女	선녀가 필요해	KBS2	7	2012-03-06	6.3%
需要仙女	선녀가 필요해	KBS2	8	2012-03-07	5.4%
需要仙女	선녀가 필요해	KBS2	9	2012-03-08	6.0%
需要仙女	선녀가 필요해	KBS2	10	2012-03-09	6.9%
需要仙女	선녀가 필요해	KBS2	11	2012-03-12	6.4%
需要仙女	선녀가 필요해	KBS2	12	2012-03-13	5.1%
需要仙女	선녀가 필요해	KBS2	-	2012-03-14	▌▌
需要仙女	선녀가 필요해	KBS2	13	2012-03-15	5.4%
需要仙女	선녀가 필요해	KBS2	14	2012-03-16	5.0%
需要仙女	선녀가 필요해	KBS2	15	2012-03-19	6.6%
需要仙女	선녀가 필요해	KBS2	16	2012-03-20	5.3%
需要仙女	선녀가 필요해	KBS2	17	2012-03-21	6.9%
需要仙女	선녀가 필요해	KBS2	18	2012-03-22	5.2%
需要仙女	선녀가 필요해	KBS2	19	2012-03-23	5.7%
需要仙女	선녀가 필요해	KBS2	20	2012-03-26	6.6%
需要仙女	선녀가 필요해	KBS2	21	2012-03-27	6.5%
需要仙女	선녀가 필요해	KBS2	22	2012-03-28	6.3%
需要仙女	선녀가 필요해	KBS2	23	2012-03-29	6.6%
需要仙女	선녀가 필요해	KBS2	24	2012-03-30	6.6%
需要仙女	선녀가 필요해	KBS2	25	2012-04-02	7.4%
需要仙女	선녀가 필요해	KBS2	26	2012-04-03	7.0%
需要仙女	선녀가 필요해	KBS2	27	2012-04-04	7.8%
需要仙女	선녀가 필요해	KBS2	28	2012-04-05	5.6%
需要仙女	선녀가 필요해	KBS2	29	2012-04-06	6.9%
需要仙女	선녀가 필요해	KBS2	30	2012-04-09	6.1%
需要仙女	선녀가 필요해	KBS2	31	2012-04-10	5.8%
需要仙女	선녀가 필요해	KBS2	32	2012-04-11	7.0%
需要仙女	선녀가 필요해	KBS2	33	2012-04-12	5.2%
需要仙女	선녀가 필요해	KBS2	34	2012-04-13	5.8%
需要仙女	선녀가 필요해	KBS2	35	2012-04-16	5.7%
需要仙女	선녀가 필요해	KBS2	36	2012-04-17	5.1%
需要仙女	선녀가 필요해	KBS2	37	2012-04-18	6.4%
需要仙女	선녀가 필요해	KBS2	38	2012-04-19	5.8%
需要仙女	선녀가 필요해	KBS2	39	2012-04-20	4.9%
需要仙女	선녀가 필요해	KBS2	40	2012-04-23	5.3%
需要仙女	선녀가 필요해	KBS2	41	2012-04-24	5.1%
需要仙女	선녀가 필요해	KBS2	42	2012-04-25	5.7%
需要仙女	선녀가 필요해	KBS2	43	2012-04-26	5.8%
需要仙女	선녀가 필요해	KBS2	44	2012-04-27	5.8%
需要仙女	선녀가 필요해	KBS2	45	2012-04-30	5.6%
需要仙女	선녀가 필요해	KBS2	46	2012-05-01	5.4%
需要仙女	선녀가 필요해	KBS2	47	2012-05-02	5.3%
需要仙女	선녀가 필요해	KBS2	48	2012-05-03	3.8%
需要仙女	선녀가 필요해	KBS2	49	2012-05-04	5.1%
需要仙女	선녀가 필요해	KBS2	1	2012-02-27	8.5%
需要仙女	선녀가 필요해	KBS2	2	2012-02-28	7.8%
需要仙女	선녀가 필요해	KBS2	3	2012-02-29	8.1%
需要仙女	선녀가 필요해	KBS2	4	2012-03-01	9.5%
需要仙女	선녀가 필요해	KBS2	5	2012-03-02	6.6%
需要仙女	선녀가 필요해	KBS2	6	2012-03-05	8.6%
需要仙女	선녀가 필요해	KBS2	7	2012-03-06	6.3%
需要仙女	선녀가 필요해	KBS2	8	2012-03-07	5.4%
需要仙女	선녀가 필요해	KBS2	9	2012-03-08	6.0%
需要仙女	선녀가 필요해	KBS2	10	2012-03-09	6.9%
需要仙女	선녀가 필요해	KBS2	11	2012-03-12	6.4%
需要仙女	선녀가 필요해	KBS2	12	2012-03-13	5.1%
需要仙女	선녀가 필요해	KBS2	-	2012-03-14	▌▌
需要仙女	선녀가 필요해	KBS2	13	2012-03-15	5.4%
需要仙女	선녀가 필요해	KBS2	14	2012-03-16	5.0%
需要仙女	선녀가 필요해	KBS2	15	2012-03-19	6.6%
需要仙女	선녀가 필요해	KBS2	16	2012-03-20	5.3%
需要仙女	선녀가 필요해	KBS2	17	2012-03-21	6.9%
需要仙女	선녀가 필요해	KBS2	18	2012-03-22	5.2%
需要仙女	선녀가 필요해	KBS2	19	2012-03-23	5.7%
需要仙女	선녀가 필요해	KBS2	20	2012-03-26	6.6%
需要仙女	선녀가 필요해	KBS2	21	2012-03-27	6.5%
需要仙女	선녀가 필요해	KBS2	22	2012-03-28	6.3%
需要仙女	선녀가 필요해	KBS2	23	2012-03-29	6.6%
需要仙女	선녀가 필요해	KBS2	24	2012-03-30	6.6%
需要仙女	선녀가 필요해	KBS2	25	2012-04-02	7.4%
需要仙女	선녀가 필요해	KBS2	26	2012-04-03	7.0%
需要仙女	선녀가 필요해	KBS2	27	2012-04-04	7.8%
需要仙女	선녀가 필요해	KBS2	28	2012-04-05	5.6%
需要仙女	선녀가 필요해	KBS2	29	2012-04-06	6.9%
需要仙女	선녀가 필요해	KBS2	30	2012-04-09	6.1%
需要仙女	선녀가 필요해	KBS2	31	2012-04-10	5.8%
需要仙女	선녀가 필요해	KBS2	32	2012-04-11	7.0%
需要仙女	선녀가 필요해	KBS2	33	2012-04-12	5.2%
需要仙女	선녀가 필요해	KBS2	34	2012-04-13	5.8%
需要仙女	선녀가 필요해	KBS2	35	2012-04-16	5.7%
需要仙女	선녀가 필요해	KBS2	36	2012-04-17	5.1%
需要仙女	선녀가 필요해	KBS2	37	2012-04-18	6.4%
需要仙女	선녀가 필요해	KBS2	38	2012-04-19	5.8%
需要仙女	선녀가 필요해	KBS2	39	2012-04-20	4.9%
需要仙女	선녀가 필요해	KBS2	40	2012-04-23	5.3%
需要仙女	선녀가 필요해	KBS2	41	2012-04-24	5.1%
需要仙女	선녀가 필요해	KBS2	42	2012-04-25	5.7%
需要仙女	선녀가 필요해	KBS2	43	2012-04-26	5.8%
需要仙女	선녀가 필요해	KBS2	44	2012-04-27	5.8%
需要仙女	선녀가 필요해	KBS2	45	2012-04-30	5.6%
需要仙女	선녀가 필요해	KBS2	46	2012-05-01	5.4%
需要仙女	선녀가 필요해	KBS2	47	2012-05-02	5.3%
需要仙女	선녀가 필요해	KBS2	48	2012-05-03	3.8%
需要仙女	선녀가 필요해	KBS2	49	2012-05-04	5.1%
需要仙女	선녀가 필요해	KBS2	1	2012-02-27	8.5%
需要仙女	선녀가 필요해	KBS2	2	2012-02-28	7.8%
需要仙女	선녀가 필요해	KBS2	3	2012-02-29	8.1%
需要仙女	선녀가 필요해	KBS2	4	2012-03-01	9.5%
需要仙女	선녀가 필요해	KBS2	5	2012-03-02	6.6%
需要仙女	선녀가 필요해	KBS2	6	2012-03-05	8.6%
需要仙女	선녀가 필요해	KBS2	7	2012-03-06	6.3%
需要仙女	선녀가 필요해	KBS2	8	2012-03-07	5.4%
需要仙女	선녀가 필요해	KBS2	9	2012-03-08	6.0%
需要仙女	선녀가 필요해	KBS2	10	2012-03-09	6.9%
需要仙女	선녀가 필요해	KBS2	11	2012-03-12	6.4%
需要仙女	선녀가 필요해	KBS2	12	2012-03-13	5.1%
需要仙女	선녀가 필요해	KBS2	-	2012-03-14	▌▌
需要仙女	선녀가 필요해	KBS2	13	2012-03-15	5.4%
需要仙女	선녀가 필요해	KBS2	14	2012-03-16	5.0%
需要仙女	선녀가 필요해	KBS2	15	2012-03-19	6.6%
